ESP_V (kV),Voltage,Da,Dp,R
11.0,250,15.275331691786201,10.855705530861256,0.0
11.0,250,15.3057347712608,10.877312058605925,0.0
11.0,250,15.3361607368038,10.898934850771187,0.0
11.0,250,15.3666095884152,10.920573907357042,0.0
11.0,250,15.397081326095,10.942229228363487,0.0
11.0,250,15.4275759498432,10.963900813790525,0.0
11.0,250,15.458093459659802,10.985588663638154,0.0
11.0,250,15.4886338555448,11.007292777906372,0.0
11.0,250,14.852091616323799,10.554921906597967,0.0
11.0,250,15.519197137498201,11.029013156595184,0.0
11.0,250,14.822031827875202,10.53355934516217,0.0
11.0,250,14.7619809091832,10.490883015552345,0.0
11.0,250,14.136973248435803,10.046709412222047,0.0
11.0,250,14.166506657311201,10.06769789198424,0.0
11.0,250,14.196062952255,10.088702636167026,0.0
11.0,250,14.225642133267202,10.109723644770405,0.0
11.0,250,14.255244200347802,10.130760917794374,0.0
11.0,250,14.284869153496802,10.151814455238934,0.0
11.0,250,14.314516992714202,10.172884257104087,0.0
11.0,250,14.344187718000002,10.19397032338983,0.0
11.0,250,14.3738813293542,10.215072654096165,0.0
11.0,250,14.403597826776801,10.236191249223092,0.0
11.0,250,14.433337210267803,10.257326108770611,0.0
11.0,250,14.463099479827202,10.27847723273872,0.0
11.0,250,14.492884635455,10.29964462112742,0.0
11.0,250,14.5226926771512,10.320828273936712,0.0
11.0,250,14.5525236049158,10.342028191166596,0.0
11.0,250,14.5823774187488,10.363244372817071,0.0
11.0,250,14.6122541186502,10.384476818888139,0.0
11.0,250,14.642153704620002,10.405725529379799,0.0
11.0,250,14.6720761766582,10.426990504292046,0.0
11.0,250,14.702021534764798,10.448271743624886,0.0
11.0,250,14.7319897789398,10.46956924737832,0.0
11.0,250,14.791994925494999,10.512213048146961,0.0
11.0,250,15.549783305520004,11.050749799704588,0.0
11.0,250,15.580392359610203,11.072502707234582,0.0
11.0,250,15.611024299768802,11.094271879185168,0.0
11.0,250,16.4467376179062,11.68818747283456,0.0
11.0,250,16.478010367979998,11.710412048561704,0.0
11.0,250,16.5093060041222,11.732652888709445,0.0
11.0,250,16.5406245263328,11.754909993277774,0.0
11.0,250,16.571965934611804,11.7771833622667,0.0
11.0,250,16.6033302289592,11.79947299567621,0.0
11.0,250,16.634717409375,11.821778893506314,0.0
11.0,250,16.6661274758592,11.844101055757008,0.0
11.0,250,16.697560428411798,11.866439482428296,0.0
11.0,250,16.729016267032797,11.888794173520175,0.0
11.0,250,16.760494991722197,11.911165129032645,0.0
11.0,250,16.791996602479998,11.933552348965707,0.0
11.0,250,16.8235210993062,11.955955833319361,0.0
11.0,250,16.8550684822008,11.978375582093607,0.0
11.0,250,16.8866387511638,12.000811595288443,0.0
11.0,250,16.918231906195203,12.023263872903874,0.0
11.0,250,16.949847947294998,12.045732414939888,0.0
11.0,250,16.9814868744632,12.068217221396502,0.0
11.0,250,17.013148687699797,12.090718292273701,0.0
11.0,250,17.0448333870048,12.113235627571497,0.0
11.0,250,17.076540972378197,12.13576922728988,0.0
11.0,250,16.4154877539008,11.665979161528002,0.0
11.0,250,16.384260775963803,11.643787114642041,0.0
11.0,250,16.3530566840952,11.621611332176666,0.0
11.0,250,16.321875478295,11.599451814131884,0.0
11.0,250,15.641679125995802,11.116057315556345,0.0
11.0,250,15.672356838291202,11.137859016348115,0.0
11.0,250,15.703057436655003,11.159676981560475,0.0
11.0,250,15.7337809210872,11.181511211193424,0.0
11.0,250,15.764527291587799,11.203361705246966,0.0
11.0,250,15.7952965481568,11.225228463721102,0.0
11.0,250,15.826088690794199,11.247111486615827,0.0
11.0,250,15.856903719499998,11.269010773931145,0.0
11.0,250,15.887741634274201,11.290926325667055,0.0
11.0,250,15.918602435116798,11.312858141823552,0.0
11.0,250,17.1400248013302,12.180885219988426,0.0
11.0,250,15.949486122027801,11.334806222400648,0.0
11.0,250,16.011322154055,11.378751176816605,0.0
11.0,250,16.0422744991712,11.400748050655471,0.0
11.0,250,16.073249730355798,11.422761188914928,0.0
11.0,250,16.104247847608796,11.444790591594977,0.0
11.0,250,16.135268850930203,11.466836258695622,0.0
11.0,250,16.166312740320002,11.488898190216853,0.0
11.0,250,16.197379515778202,11.510976386158678,0.0
11.0,250,16.228469177304802,11.533070846521092,0.0
11.0,250,16.259581724899796,11.555181571304095,0.0
11.0,250,16.290717158563197,11.577308560507694,0.0
11.0,250,15.980392695007199,11.356770567398328,0.0
11.0,250,8.5907055280982,6.105148575302129,0.0
11.0,250,14.0190684736182,9.96291813737918,0.0
11.0,250,8.5410448844598,6.069856292640838,0.0
11.0,250,2.6214528203832,1.8629853973271122,0.0
11.0,250,2.6400238024950005,1.8761832196259889,0.0
11.0,250,2.6586176706752003,1.889397306345457,0.0
11.0,250,2.6772344249238005,1.9026276574855168,0.0
11.0,250,2.6958740652408,1.9158742730461675,0.0
11.0,250,2.7145365916262003,1.9291371530274102,0.0
11.0,250,2.733222004080001,1.9424162974292445,0.0
11.0,250,2.7519303026022,1.9557117062516693,0.0
11.0,250,2.7706614871928004,1.9690233794946868,0.0
11.0,250,2.7894155578518003,1.982351317158295,0.0
11.0,250,2.8081925145792006,1.9956955192424952,0.0
11.0,250,2.8269923573750004,2.0090559857472865,0.0
11.0,250,2.8458150862392007,2.0224327166726694,0.0
11.0,250,2.8646607011718004,2.0358257120186436,0.0
11.0,250,2.8835292021728005,2.0492349717852094,0.0
11.0,250,2.902420589242201,2.0626604959723673,0.0
11.0,250,2.92133486238,2.0761022845801156,0.0
11.0,250,2.9402720215861997,2.0895603376084555,0.0
11.0,250,2.9592320668608005,2.103034655057388,0.0
11.0,250,2.9782149982038,2.1165252369269107,0.0
11.0,250,2.9972208156152007,2.1300320832170256,0.0
11.0,250,2.6029047243398002,1.849803839448827,0.0
11.0,250,3.016249519095,2.1435551939277318,0.0
11.0,250,2.5843795143648,1.8366385459911332,0.0
11.0,250,2.5473977526200002,1.8103567523375204,0.0
11.0,250,2.1646162398182005,1.5383257765474272,0.0
11.0,250,2.1826150702200007,1.551116988331517,0.0
11.0,250,2.2006367866902004,1.563924464536198,0.0
11.0,250,2.2186813892288004,1.5767482051614705,0.0
11.0,250,2.2367488778358,1.5895882102073344,0.0
11.0,250,2.2548392525112,1.60244447967379,0.0
11.0,250,2.2729525132550004,1.6153170135608372,0.0
11.0,250,2.2910886600672002,1.6282058118684757,0.0
11.0,250,2.3092476929478005,1.641110874596706,0.0
11.0,250,2.3274296118968003,1.6540322017455273,0.0
11.0,250,2.3456344169142005,1.6669697933149403,0.0
11.0,250,2.363862108000001,1.6799236493049452,0.0
11.0,250,2.3821126851542003,1.6928937697155406,0.0
11.0,250,2.4003861483768,1.7058801545467277,0.0
11.0,250,2.4186824976678007,1.7188828037985073,0.0
11.0,250,2.4370017330272002,1.7319017174708773,0.0
11.0,250,2.455343854455,1.7449368955638391,0.0
11.0,250,2.4737088619512004,1.7579883380773926,0.0
11.0,250,2.4920967555158002,1.7710560450115371,0.0
11.0,250,2.5105075351488004,1.7841400163662735,0.0
11.0,250,2.5289412008502,1.797240252141601,0.0
11.0,250,2.5658771904582007,1.8234895169540315,0.0
11.0,250,3.0353011086432007,2.1570945690590295,0.0
11.0,250,3.0543755842598,2.1706502086109185,0.0
11.0,250,3.0734729459448005,2.184222112583399,0.0
11.0,250,3.5977526452949995,2.556811470823954,0.0
11.0,250,3.6174908168952005,2.570838778572997,0.0
11.0,250,3.6372518745638,2.5848823507426304,0.0
11.0,250,3.6570358183008,2.598942187332855,0.0
11.0,250,3.6768426481062004,2.613018288343672,0.0
11.0,250,3.6966723639800003,2.62711065377508,0.0
11.0,250,3.7165249659222006,2.6412192836270796,0.0
11.0,250,3.7364004539328004,2.65534417789967,0.0
11.0,250,3.7562988280118006,2.6694853365928526,0.0
11.0,250,3.7762200881592003,2.6836427597066264,0.0
11.0,250,3.7961642343750004,2.697816447240992,0.0
11.0,250,3.8161312666592,2.712006399195948,0.0
11.0,250,3.8361211850118,2.7262126155714963,0.0
11.0,250,3.8561339894328004,2.7404350963676367,0.0
11.0,250,3.8761696799222003,2.7546738415843675,0.0
11.0,250,3.8962282564800006,2.7689288512216907,0.0
11.0,250,3.9163097191062004,2.783200125279605,0.0
11.0,250,3.9364140678008006,2.7974876637581105,0.0
11.0,250,3.956541302563801,2.811791466657208,0.0
11.0,250,3.9766914233952004,2.826111533976896,0.0
11.0,250,3.996864430295,2.840447865717176,0.0
11.0,250,3.5780373597632007,2.5428004274955045,0.0
11.0,250,3.5583449602998005,2.5288056485876456,0.0
11.0,250,3.5386754469048007,2.514827134100378,0.0
11.0,250,3.5190288195782005,2.5008648840337018,0.0
11.0,250,3.0925931936982005,2.1978102809764715,0.0
11.0,250,3.11173632752,2.2114147137901345,0.0
11.0,250,3.1309023474102,2.2250354110243897,0.0
11.0,250,3.1500912533688004,2.2386723726792366,0.0
11.0,250,3.1693030453958,2.2523255987546746,0.0
11.0,250,3.1885377234912005,2.265995089250704,0.0
11.0,250,3.207795287655,2.279680844167325,0.0
11.0,250,3.2270757378872004,2.2933828635045375,0.0
11.0,250,3.2463790741878,2.3071011472623413,0.0
11.0,250,3.265705296556801,2.320835695440737,0.0
11.0,250,2.1286872372198005,1.5127921462410223,0.0
11.0,250,3.2850544049942005,2.334586508039724,0.0
11.0,250,3.3238212800742,2.362136926499472,0.0
11.0,250,3.3432390467168,2.375936532360233,0.0
11.0,250,3.3626796994278,2.389752402641586,0.0
11.0,250,3.3821432382072008,2.4035845373435305,0.0
11.0,250,3.401629663055001,2.4174329364660663,0.0
11.0,250,3.4211389739712006,2.4312976000091933,0.0
11.0,250,3.4406711709558007,2.4451785279729124,0.0
11.0,250,3.4602262540088002,2.459075720357222,0.0
11.0,250,3.4798042231302,2.4729891771621237,0.0
11.0,250,3.4994050783200006,2.4869188983876174,0.0
11.0,250,3.3044263995000005,2.3483535850593023,0.0
11.0,250,4.0170603232632,2.8548004618780474,0.0
11.0,250,2.1107570650232006,1.5000497277187073,0.0
11.0,250,2.0749653788352003,1.474613683935851,0.0
11.0,250,0.8474331622848004,0.6022445242087323,0.0
11.0,250,0.8636697654198002,0.6137833756072781,0.0
11.0,250,0.8799292546232,0.6253384914264153,0.0
11.0,250,0.8962116298950003,0.6369098716661442,0.0
11.0,250,0.9125168912352004,0.6484975163264646,0.0
11.0,250,0.9288450386438001,0.6601014254073762,0.0
11.0,250,0.9451960721208001,0.6717215989088794,0.0
11.0,250,0.9615699916662006,0.6833580368309744,0.0
11.0,250,0.9779667972800006,0.6950107391736605,0.0
11.0,250,0.9943864889622005,0.7066797059369382,0.0
11.0,250,1.0108290667128,0.718364937120807,0.0
11.0,250,1.0272945305318002,0.7300664327252677,0.0
11.0,250,1.0437828804192,0.7417841927503197,0.0
11.0,250,1.0602941163750002,0.7535182171959633,0.0
11.0,250,1.0768282383992003,0.7652685060621985,0.0
11.0,250,1.0933852464918004,0.7770350593490251,0.0
11.0,250,1.1099651406528004,0.7888178770564431,0.0
11.0,250,1.1265679208822004,0.8006169591844526,0.0
11.0,250,1.1431935871800007,0.8124323057330538,0.0
11.0,250,1.1598421395462006,0.8242639167022462,0.0
11.0,250,1.1765135779808,0.8361117920920297,0.0
11.0,250,0.8312194452182005,0.590721937230778,0.0
11.0,250,1.1932079024838003,0.8479759319024053,0.0
11.0,250,0.8150286142200005,0.5792156146734152,0.0
